path	baseline_identity	disposition	owner
docs/reports/token-cost/runs/v0.1.3/proposal-short-run1.jsonl	sha256:cdab57310f33a44750947e8968847b10ffaf1d5b60350a150bba2b45ae7babe8	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/verify-final-pack-run1.analysis.yaml	sha256:88e7ba275b6c4514bc0ea87ba47814c7ad47f3567bb6cf2e203bc792a443b341	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/verify-final-pack-run1.jsonl	sha256:ae4a36e36b1af100e080efa9077e55a22c505cad6f0275a7025839e37cd7917d	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/workflow-route-run1.analysis.yaml	sha256:6968114d12648bb369afeee8eec415670eed0bdbf96ebe6d3505f1fe07053783	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/runs/v0.1.3/workflow-route-run1.jsonl	sha256:0eb435e32370d815607e6b0b4f1d0fc02b70307639136cee1e691e24218b0fc6	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/2026-05-18-customer-portable-public-skills-dynamic-benchmark.md	sha256:57f469562325a5bf2408dcc1fa87d15c50023347cc36f8e034dfd1460570a408	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/2026-05-18-customer-portable-public-skills.md	sha256:6969518746e97aadab108092d3da13f9c29eb067fc903435942386080513318c	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/2026-05-18-skill-readability-self-containment.md	sha256:5a353442b2bca8a4e5e6dae22a06c8a71fed1ebd90421c7322fcae62c214e77f	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/fixtures/customer-portable-public-skills/docs/changes/example-change/change.yaml	sha256:cc6bc8de5bddec9601c9dd97fc4b88d5cf1d0946f2d8478fb2b950b55598e8db	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/fixtures/customer-portable-public-skills/docs/changes/example-change/explain-change.md	sha256:d3671b60322c55cfcef51feef68121591226898a569d4585427f55ae550163d2	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/fixtures/customer-portable-public-skills/docs/plans/customer-plan.md	sha256:36fa8001bddf6416f71efbd8aef4f49c1e8c9357cdd8cbf6832887abe8978790	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/fixtures/customer-portable-public-skills/docs/workflows.md	sha256:bddb9eb90931976dbcd518084edef8a0937d9fb107e955eb945c93289f2e45d4	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/fixtures/customer-portable-public-skills/rigorloop.lock	sha256:cab9479ba6cdb134f62a3d039a75758d707a5fff036718bfb2b3e7983c6feaf2	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/fixtures/customer-portable-public-skills/rigorloop.yaml	sha256:4d21dbaa77027c2c7d6337683f36389be668af10743ab03739c90cb3210562ac	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/fixtures/customer-portable-public-skills/specs/customer-feature.md	sha256:4f5d8db8d18bbab487c10c01ecb91dd7d4613129a31faf805301384f173c3ea9	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/fixtures/customer-portable-public-skills/src/app.js	sha256:abe31783383aa939582303042dcb0cfd438cc38937f6a833ae1b3220540991ab	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/fixtures/customer-portable-public-skills/tests/app.test.js	sha256:dbaa50e9c1458b134d00c7693174219392ee0a340943b445a29bd74159707fc2	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/implement-customer-plan-handoff.analysis.yaml	sha256:7660bc89b21111f40a4950a61ebff1dc8e819387400cf01f0e0e65325f6dd494	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/implement-customer-plan-handoff.jsonl	sha256:77d8084c8d97a16d657292e1f212699507aa7e0faf15b7be9192b4263afa1095	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/plan-customer-local-spec-and-code.analysis.yaml	sha256:6fc65b2f8fbddcc5c83b2b23354c57572dd6f67b5d7a34c0f6509f34826caf69	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/plan-customer-local-spec-and-code.jsonl	sha256:2a29b3dc241db550cb2c304a14ff606fc186d15e3a7d704201f07152bff1b66c	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/pr-customer-ready-handoff.analysis.yaml	sha256:764412e6c4d0400429a8e669aa3486218681e76206a78875f9cfe55ef2683518	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/pr-customer-ready-handoff.jsonl	sha256:782a9bfffbff7c20e4a5b919f6346485f66f5a070d5694dea079fbd345aa37ed	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/project-map-customer-repo-orientation.analysis.yaml	sha256:d66ec2202b85cde8c09687bb14c2e2783f3b1fe52fa8f555e55579d4937b2002	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/project-map-customer-repo-orientation.jsonl	sha256:0bb229c07028708c055c963ebdf895cb51ac0af6dcffe24578b0f51557dea2ea	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/prompts/implement-customer-plan-handoff.md	sha256:983b1d470e34b86d03602f805efab7f7050b80f388428158eb4063e314b84c3b	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/prompts/plan-customer-local-spec-and-code.md	sha256:3f0f680bed0a1a3f694701696f56d6efa26f6411be94b51512c2584b4c2d19b0	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/prompts/pr-customer-ready-handoff.md	sha256:8cecf464ec8ce368c68f1582cda1b3aaf3555c028b4ea748a1c10857213b9905	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/prompts/project-map-customer-repo-orientation.md	sha256:4e092ea19118ba13f951a373c9c81e039efda3c25bbef9cc6095ad0a75a65644	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/prompts/proposal-customer-no-internal-docs.md	sha256:8e8489426b953af02e8977d49232e143d9425d07612c7378a95f45c8c4cc6e49	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/prompts/proposal-review-customer-local-artifacts.md	sha256:2939d93b9dd222eaca42e1b73cb599123ce1e17edea1fce996ebf6fa0b2cd8ec	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/prompts/spec-customer-local-workflow-guide.md	sha256:2bcc530d4259cb311f6a0d34d3be025d070790fc11005c38a0c1ae67b4df2ad6	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/prompts/verify-customer-final-pack.md	sha256:32eb28833b1ef8d1857ae0dd71f1ec9267bad97c9eebcbffa1171dee4be0f8ef	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/prompts/workflow-customer-route-no-internal-docs.md	sha256:6ba1535780b3f5b131e2a6c4946f49d99f71ea54c6ae58b2c9d1e419afec65c8	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/proposal-customer-no-internal-docs.analysis.yaml	sha256:ef54eaa3a9e892d056c6383e16e176dcb481fb03c379d96f595a1f7ca8ebdf2e	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/proposal-customer-no-internal-docs.jsonl	sha256:1f2f500e612acecbcfe295c0b997b1591968fb490904714fd245aed6416e9fdb	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/proposal-review-customer-local-artifacts.analysis.yaml	sha256:06be9eadac325c5837ec4fc1e02addda4e5432a9c98242884fe137b543b07d93	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/proposal-review-customer-local-artifacts.jsonl	sha256:04f860516cca00b19657ed372461d32da1ff3b4c0e41752eda86dd6adcf75c92	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/spec-customer-local-workflow-guide.analysis.yaml	sha256:682be71a445f5ca66b2c86edfe4f9ef26a97c61dfdf3b2cd63be68cf20acd651	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/spec-customer-local-workflow-guide.jsonl	sha256:5f866792790ecedf175d783c4d1521cedd05d9637a63effe0edac4e2868aa033	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/verify-customer-final-pack.analysis.yaml	sha256:3f6aeb237ccb0c04647d592ae3a9ec3f4b9b6f7cad2e9fd1a42fbcecc15594c2	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/verify-customer-final-pack.jsonl	sha256:00a7050dd9bbd9ea68a7519e06f5e12f144b6effe0329e4b53783be7044168d1	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/workflow-customer-route-no-internal-docs.analysis.yaml	sha256:820bcabbb9524aa817f2b669848520a993eaaf84f8d785a71db0b534d033b125	retire-historical-report-input	docs/design/engineering/release.md
docs/reports/token-cost/skills/runs/2026-05-18-customer-portable-public-skills/workflow-customer-route-no-internal-docs.jsonl	sha256:c3f2673ab30337e8d4115b4df5bba0390b09c7b5b035e658c3ea9c4336b43f88	retire-historical-report-input	docs/design/engineering/release.md
scripts/adapter_distribution.py	sha256:6ceeb57fec25b03b4d3e1edc8941e35bdb280a105ea83a79fae3cc7b7cdd4697	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/adapter_templates/claude/CLAUDE.md	sha256:9252777761edc382999710a0f4fa8cc221eaca00e43abca7448387d4783ce94a	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/adapter_templates/codex/AGENTS.md	sha256:3c395fbf2c82aa3372a040e521375ff79a904f7397cdc792c29a28d8564c7db7	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/analyze-codex-jsonl.py	sha256:38d01ab9aee6e936061881f54ee7d3259ce1d4e1a64e31eabe50286062905b6f	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/artifact_lifecycle_contracts.py	sha256:5321b19623f3be792906a59e52e2d6a13218c07bd9fa4f023d74e9d4df69c56e	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/artifact_lifecycle_validation.py	sha256:4572f8d1967ae3ea79d201643f7b8d328ae937174881488b417c105e1ced42fc	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/boundary_first_reference.py	sha256:93b0c51a0df49eea189720aa85426505d6255a6a7aff88c404ff391d4aebc7f1	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/boundary_first_validation.py	sha256:b68084a3e8be4ec1daa6976bf1f0ad7c3e0d1cf97058db60080f25489175caa3	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/build-adapters.py	sha256:6243a5d915a962a460f5e9deb4dc776f7b56c9977601206557ea931a3691eb3a	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/build-record-store-schema.mjs	sha256:a3ddb46a496499228ce8aeaa02f53f062a208ad9bb9144fd6d70144650575641	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/change_metadata_semantics.py	sha256:f30f6d43cb01992bb88dbff75dd5d61f6d6b7107b67a21eb3dedaf2e35a700a7	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/ci.sh	sha256:f0e72257e8d8f1fee451d907cb68513e73f9acbd4fc6c0d1efde954cb913d56e	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/classify-record-store.mjs	sha256:e5d7369dab3717577c965318d049fc088c1b88693b6ba8399ef99c90c361cd99	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/close-release-publication.py	sha256:d0c7b7e595158d0ac7345e96fe11f47316ab8f43c9ca500d42763bd94bcb1f40	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/fixtures/boundary-first/activation/unknown-state.yaml	sha256:972b04be99541fc7f83584a7392d06bf7addaf4459427b9c87cee0c18535d677	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/fixtures/boundary-first/feature-records/complex.md	sha256:952548a58c0f8cc23c959539e698d309a98fe630c10b37a40c44973f56b251cd	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/fixtures/boundary-first/feature-records/minimal.md	sha256:4cb7a204e0280bf57c83e4e13f5bc38c7cd5b7bab1409a9f6403115947934cb1	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/fixtures/boundary-first/feature-records/semantic-omission.md	sha256:299b88acc292cd9f47174654b8e31f641ac87eb8ec660690cc8134ca825720e5	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/fixtures/boundary-first/loading-profiles.yaml	sha256:663d167d1654520c521d04686a31d87fc7b407fde9a6f15502888222a73e6e87	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/fixtures/boundary-first/proof-maps/complete.md	sha256:6192fc7f1e4b7e70754c91c457d89ba14d4d957c4f8b270898fb1eee752353a6	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/fixtures/boundary-first/proof-maps/complex-complete.md	sha256:5a5c80fbc972c5cbd14e44483fbef5ff2a8099e0fbcdaa79c45dd4995dae36eb	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/fixtures/boundary-first/proof-maps/gap.md	sha256:6907f8fb1ece7847fd2d39bca3f22b9ff32037bb8f8bd708e6c2f83031d9fc6a	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/fixtures/boundary-first/semantic/progressive-cases.json	sha256:3117442b669930e97bf49eb853d0e8b183b28e244bdd50c8d133051a2a02d9db	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/fixtures/boundary-first/semantic/review-cases.json	sha256:432288bb57f0a6c910e75a312d7d381b54ba67a945663ef8046d823970c1548e	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/fixtures/boundary-first/semantic/usability-cases.json	sha256:c4c685bffdf8c4a9a6093d5e2e4082fde19bbfcfa7e7f7e9fe0a70d084e3d794	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/lifecycle_state_sync.py	sha256:8272f24eff79956918d3de36e59b275ad06dae73c4bed7aa647492a6a78170b9	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/measure-cli-result-bytes.py	sha256:d65432f265154e6e381b95297b1d0710dab826172bec2f25db40111a3187f512	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/measure-skill-tokens.py	sha256:704c90dbe5c8e6562d3ded80f5ea3ecbe63758c589630c277804f01abc910bcc	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/model_layout.py	sha256:480307c5371e23ccf8bd46d2d1712e8906d360431f8550091670d8ef103a3aa2	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/npm_package_validation.py	sha256:88265d284dc554c8f73b64df1309c54493f2e3ad27ce5248942c34b6bc37474a	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/prepare-release.py	sha256:ba8cd497ed96f926c3af102fbb2d6e6bb5ac8316719d286a4622752c33afab9f	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/project-boundary-first-reference.py	sha256:24ce78e0e50f30bec9789b1640bdd99a6c518da915ae058f4ef791932b7024d7	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/project_yaml.py	sha256:19f6578eeca9e5bef371500710477034e550b57297e18cbf4eb22fcc51d4c9d7	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/query-change-record.py	sha256:4e9596037bb50c69e9af9d502fdd434f8ddb10ad75f8e693ffbf35446821d6dd	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/record_store_classification.py	sha256:90908d4a8d08a34b765ee2636baa5c87ceb3c55f4e6af9c72d635382677fcd9a	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/release-coordinator.py	sha256:400cb90d99f8b744cb7df73da5f6b940f1d4a89d36d279a60899e3a1db1ccde6	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/release-preflight.py	sha256:e8129af9da2c6d8b182e0b6cdfebca17547fd068a77f86aba7c45191cd0e3dac	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/release-verify.sh	sha256:0a92748762f3d57dde1b10dab608958a8b9f6dfb779629534beecefdce67a26a	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/release_candidate.py	sha256:ce1143e682d6227071b42bd60a0d3c642f6e0e3d49ea5c0a6cf399478b97a24f	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/release_candidate_tests.py	sha256:16dd57643d4ecdc8251a12493d20a9614f87336dd25c4cbd1e95fcf81f0225e7	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/release_coordination.py	sha256:56089cf02719af700dd6d5f6e63238b5520c7c2d811c38c8a6fcf4f80687a5e4	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/release_coordination_tests.py	sha256:f92d3542fca3a241b98f8effacf8898e24861a22a0b5562bcda73bd403e582e2	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/release_execution.py	sha256:c388d0e9424a51f38482ebc3ec11f529c64393a65203c5ba7f2fae31902d9ab5	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/release_execution_tests.py	sha256:62188811a2b1666928164dbe6ac873b3dca26e2c46d8363da7db21934cd08a36	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/release_provider.py	sha256:831a410075ac42130caccf2b9c787f64f59b0ff1a6e145bfd2b4b34756d9dddd	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/release_transaction.py	sha256:e7733a063ac5406771981a4124232c75ecd156a6fc55a9c29d578bce8a581e4e	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/retirement_ledger.py	sha256:37902ca1cc262248e8af711b50cb30f84de165c652991cabb858d223a80b52d1	remove-exclusive-check	docs/design/engineering/validation.md
scripts/review_artifact_validation.py	sha256:8c1f0fd80ed7b9f0c951d676a54e9064e2cc5999f73ef9758ff84adacf80fd7d	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/review_independence_skill_phrases.py	sha256:f768f7e0fdfb277b30b6cdaaad398149b0e2fcce1cf496ab16f7cd4ce6800ed8	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/run-token-cost-benchmarks.py	sha256:14ff736db9cd39cf53ad83f9566aafccf083691340e281fce0e456e85390894d	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/select-validation.py	sha256:b2291119bd73933aae693e12e87b30b62b6ac1baf796bcd8a2f02a5ba0a9349e	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/skill_validation.py	sha256:14cea6e986a78daf8daa1d76b01291486a340d1a8129c0a0377c92da05e8b61b	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-adapter-distribution.py	sha256:56fc61dfc57f543b0f106b079ae339a44da9ed383d90b77cdb928b682e87afb2	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-artifact-lifecycle-validator.py	sha256:2da1cb956074e8a3e28a35692a1b3d67ec80dae337ff5bb07078f0284bd5c28f	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-boundary-first-reference.py	sha256:35d69122e87d186c81865f0ad12da8eee963ba36176461f59e7ef874954ae23d	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-boundary-first-validation.py	sha256:ac516ba1a7431177cd6349ec3a89388020c2f5cd5073a61d2eeb1e2887794787	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-change-metadata-validator.py	sha256:1c584c2b30e46afba61f06502da74a11801b394333061e052cf1ebcd20e2c01e	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-cli-result-measurement.py	sha256:4a8e8b95ef78a9fa42d82d4dd6ba19c26c7b26ff5a96296650617ba118b007a5	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-documentation-prose-validator.py	sha256:155e0e58cfcfbdbef165fb2031bec6b1477635f2d899df8d4baa976910bb5626	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-fidelity-gate-spec-reads.py	sha256:22be989f1ffbcf569c41c2a0b75d3de98eacc86a8aac31898fdd496ef064e2ab	remove-exclusive-check	docs/design/engineering/validation.md
scripts/test-governed-lifecycle-cli-validator.py	sha256:1078e2505d2f27d1a7f2032c4b51e09f7f76ea45e7d5fcb4c229b3480c67ee6f	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-guide-system-validator.py	sha256:55d4a5f09c2f9e7eb8d32fb2bf0e370234f74fd51b21d4d8b2117a60d196d9b7	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-markdown-readability-validator.py	sha256:f5db3947ffc4491ebbb8e8c7cfad5663850aed34cfd15f2521f82e633bf10d83	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-npm-package-publication.py	sha256:aa69580c188ce34b4164413390fd0e683f3843b8a7b103d6432d9967ca00f376	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-query-change-record.py	sha256:a34015ec9c1f2b49324ac4d0797f13e32ffa438ffdc2d49aa2e123f0fda1e448	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-release-transaction.py	sha256:e5ef120fcb4795fbf0e293bfb2500b17f4275d01f0fc4735af886fc6208e4309	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-retirement-ledger.py	sha256:b0e1816753865cdee8ac3cb2514b7b3bb96584d9098ca0cfc9745463ec80b999	remove-exclusive-check	docs/design/engineering/validation.md
scripts/test-review-artifact-validator.py	sha256:5e2696378c8941da47d3415047e1eac3d357175269c8afe9c2bc5d683975f83c	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-select-validation.py	sha256:8f109ff25f99431780fb1e04b3bbf1ebdc6a5be9c246d5422df69ff150827e72	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-skill-validator.py	sha256:cefecf13c52e26d0523d779c188b4739ddbb418fcb20fc33e8b7117bc5b85d91	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-token-cost-measurement.py	sha256:b753e59c537716d61fe89c1b895cbc437e3df42553507b4aa5027e9c1857caaf	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-token-cost-report-validation.py	sha256:abd45de0e51bd7950559adad76f7f7280a69a4c979a87e617d71e0c656f0d7d4	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-validate-workflow-automation.py	sha256:add6bb1e2d177ce6de604cb1f1dc82e2e64b035e246b6db16837a2c12f8c2842	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-validation-execution.py	sha256:aad93bd6c17f670bb08e5bb10891a0fdccced8a28302dc055132f18ea0348d0b	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-workflow-automation-policy.py	sha256:c9e6e4d3422499fb5c8fec71f8b2134399b87a0570c385377a0726d100bc7857	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-workflow-automation-state.py	sha256:515a12b4ad452c08547d1d34e6e27263c5abb51038723d0c753bd06f1478b226	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-workflow-automation.py	sha256:5ade6f1eff8221c8a77ca485f9b72d55302640be9e458c7fbc1209faa409ca14	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/test-workflow-code-state.py	sha256:9bbeb9f274bff92f4c9af40376a9419ec0784b786a2bf228c81bc60f0f75c69d	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-adapters.py	sha256:52c3c7602d29d2372250a0ff3ce9adfbdd2e446e2fff0c37f2a2a1db3565f436	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-artifact-lifecycle.py	sha256:6afef91c5ccd28f03536f6de96ffc84848810e76a60e63888ccc8cfd8110a588	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-boundary-first.py	sha256:3d12bb1991e923ae9a409ecde67e49fe1c73a63c461f05a1e16510cd20b65288	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-change-metadata.py	sha256:854ec86b200da3540a07d9c7df95aea696a114d4e4ff574f213e85c393a44db2	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-documentation-prose.py	sha256:79a9e944af3afe56e9dce90bc4d418ee7302a216415c9a649fa9df5d7b578ab9	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-governed-lifecycle-cli.py	sha256:c71a1d06b76cf0224360278533c5db69bef2b95ebe19468409fe6fa7f15327c4	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-guide-system.py	sha256:ee57de1175d22560a21f1fe39a71bf0b2081b814da8dd780e794cd7373fd6d52	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-markdown-readability.py	sha256:6f72e27abcf3df8de4489413bd7de6944deedbd4bc06dab61cf8b18ac92b9051	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-npm-package.py	sha256:20e74f08106a0c53e5d9e12ed2555b7d2080cf989526e5bcb4cd3ade1dace871	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-readme.py	sha256:4142308f6c435d4e82541dfa10220586c1b29e4654c3a86b324b6b5aaf0eb632	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-record-store.mjs	sha256:8290b942f0afc430de6b604e0f2e2fdcf82c3a2166a3213ae7882e225665c3a0	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-release.py	sha256:1b935bdb866c7917050ef15134987a7eea197736794e7759fe9c12ccab970b42	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-review-artifacts.py	sha256:43ac9f48cb40d4b98ae0a9298512454ae553569eabc481c898c7b1b35251313f	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-skills.py	sha256:42c7f26b386d71fc1ad5ba7c980027f49f92f0d2da5769d606d2dc21d8bea2fc	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate-token-cost-report.py	sha256:d29fe22b714a270d39d2b92c591353092222e744092942efa6e3e1a2e6282afb	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validate_workflow_automation.py	sha256:a8147305a398524c5d80ed3001fcb622fb3c1ab7def143f0dacdbbb61c5aa0c6	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validation_execution.py	sha256:4526cb906d90fc87be8293294102e93757fa416234ccb090a7ebf5fd1039196d	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validation_node_adapter.mjs	sha256:4ff0c3964282dcd004ff906dfdfacb9e5c9c4ef0ede5a2bda9be1e7c71381da4	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/validation_selection.py	sha256:f04dfaccfab8a6566197d69655d07c456ec64eecaddc7f78320ec0ad93783c6b	retain-operational-tooling	docs/design/engineering/engineering.md
scripts/workflow_automation.py	sha256:f15b636aa99b85d6af862f593fc9f307c17c72d3d32a306ad58aab5ecf046dca	retain-operational-tooling	docs/design/engineering/engineering.md
